family	arm	condition	artifact_paths_json	artifact_sha256s_json	artifact_set_sha256	raw_n	ordered_id_sha256	source_frame_n	prompt_sha256_ordered_hash	canonical_checkpoint_sha256s_json	transport_checkpoint_sha256s_json	model_processor_revisions_json	output_schema_versions_json	environment_sha256s_json	hardware_runtime_lineage	ledger_reconciled	record_hashes_valid	status
stage2_primary	point_desc	noise	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__noise/worker_5/records.jsonl""]"	"[""f599c481fd8a80987005a6a288172456c37233f6b019bbbbaeeb71e5ac86f059"", ""507d9d53683a73e3265cbd6524f3f414ab4d1b8c1aaab18b68d16c7fd62494c8"", ""74a9278ee73f93b73798a2bfc7f523f435e05f4bd935ce5df253a90a0327616a"", ""6bc76ebce0f49ef7c16031f380f58fc2aeaec19b595fe622b0f757f45b36e8ec"", ""f71f3262abd2a8c2ff22b45c9d2a233934708d60f50899d4ed35a32f1b362ae4"", ""b78f1328f336dbe8e8660f14b679ff2f5d50ee8b2d3d356b7e8ed67d17b1f42c""]"	4aeaf58874ac9618f5eb6b7b1ae0018d3ad36109adbc229868f35e75d07dcd60	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_primary	point_desc	source	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_primary/point_desc__source/worker_5/records.jsonl""]"	"[""4193cdf01bf5e4d5cccf1f8b37e36fbb11ba1faafef47981bcf5af0fa792dd80"", ""6555a8034f007cc23f53725784a94e5c26608b5a2481e4e0014c8fa3debc81a0"", ""1f2102bed44953842a0f007feb9c74d5b0a867308694f0ec57c5b4d25c160e04"", ""262ae7ad2f40fa0f1dc4c2095e9d6aa61755304c987701c88fceb331d087579e"", ""daad4d774a3e0d7caf3b4280eab352157238a515385731a3f265b6592c4b50cc"", ""aaf6afc8b14c2cef65c9b4767d6b422f42a08a0a7af98208c720f1d510801efb""]"	054671188c36384d355c7170802a344e8734d8ee367b66cdb3a6f7fc0108da51	2653	65cd7a6aa4665d475f3663a6aec054a1eeb99bc283ba841cc20384abb257aa17	2400	0a548435ed13997afb0b3f82c7c53a299c7f6bdfade5b93f913d35c2e0f29c4b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-primary-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_known_change	plain	alternate_answer_source_image	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain__alternate_answer_source_image/worker_5/records.jsonl""]"	"[""acf2a6517be45d3b41ef2e56ed1042415441b5034f9947ae7fd4ad2545276a86"", ""ba4b24dbdab30ea7bea942765ac2441ca19e932b14cc37f426ff1b8777524e93"", ""37503207151801a8db72e06eefcc2de017f5408de20096fa0d86be4c90482d37"", ""311753ca1be2c2d29c3d18a11be65e917a1ea1c09a41554223b88a7f0f548604"", ""a8caa500e0430b432d11cb232f360c9a6c6c36ae93c3783ea2f28c4c9e3b6de8"", ""f50e5210fac4c15d1decf733af935b001c54e6821476b44fd26d566343dd9079""]"	eca5378cfe4f625b7e66c77130e7b027901171268d7a2f3ee7ee59e432a5293e	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	9897ded8e77bad98d4ff87336a12cb28c6d278f5c3f81ed5dffcbf330bfaa176	"[""e629c5c818e527b810e6df8d6707e7c634f17ff984280479a992fb2b558569cb""]"	"[""5c5627554f044d10b9c7c891aab756a81245e70bdee213d27648887b0e48079b""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-known-change-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_known_change	plain_desc	alternate_answer_source_image	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/plain_desc__alternate_answer_source_image/worker_5/records.jsonl""]"	"[""89e83ef5550a10dc9d375b6eba00c7ddc2a2a3edb7b07ee7c778bed588cad5d8"", ""0edc07c640c4c84ee2c02449274d7388538c49bba9cc37bf3092e0b303a1d6ba"", ""fd07be67bc51ccb3fd33077345918bb7fdb2e70955c9f59d6dc5bd6b8c3c4253"", ""9e55460b73bb795161e29dc57ca928455b9897e2f150a54416081b32295d48a5"", ""796d01e0c259c598eb2997c7baa46e46564327904506ae5461cf1e5907d07f39"", ""df50de55f99705b7c8589523fdb3fbbbe5df02da6822d93cd91fd41140fb83a3""]"	146b482916162e467622a535bd6b03afc35922fdbdbbfc2c41cb77e5a757b78b	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	e75ab18224128a31f2807a2e1d000152d822d44e1eade7b4f1d4ebac8b9ccd6f	"[""b6016869c99b4ef27099f0e40aba3f28a6ea9528820144203b0ba06dbcb9a6b8""]"	"[""05a32ade19c26dc61eb5eaa3202c20bb3e084aa36eb944ed0d16627125b02e09""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-known-change-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_known_change	point	alternate_answer_source_image	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point__alternate_answer_source_image/worker_5/records.jsonl""]"	"[""a2035adee6903141b7373c0de78cb4a21216397918ed05de5061c6ed04d84696"", ""d15125e36796db71f02f6ede6164b9b6b5b762d704e69e8dc504fb6cc7b5615b"", ""c74c389a40b2416920559536a01a7d58d763b4743d7992feefc554c7a27ad281"", ""5b318f85636c987f1f24b9f3e8a19b4182726aacfe04b7790ba8f808230b307b"", ""d3734f2db60556ed84bc06d1315cf5d5abe12d74b68d471c54515f6a69e6b5a5"", ""39142d51d9582974393c9484d3b3934fc45576bec645bc651d42ab96caf8ea11""]"	dd63128ad40fa964c4564155b68f97e003d88953884f9fa4726b50053a9eec78	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	cf187485b5a710f5e3e374aca2c93e5395ca50eee16442ed9c62117697f74918	"[""5cfa9a692280ff79ad93192e55c10292eacf69b2a05123f9a0d8957217f1931a""]"	"[""873dc3cf20a34f66b8456e5863b443353ed170a93a6a4ada334663b22afce44f""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-known-change-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_known_change	point_desc	alternate_answer_source_image	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_known_change/point_desc__alternate_answer_source_image/worker_5/records.jsonl""]"	"[""1e3349f80bd74ed7313752c2977e950a30c99b9ef70a92bb8a377de36fc6a966"", ""78dff3726c0b5459da79cfcb6b0e4aff5a2d70bc83b810b62e4b8972fb5c0fc3"", ""98386ee522955d157f3172aae4d91a3f8c96e01f783945df6ea6a3e95fd7ef0b"", ""0e992ecb414d005007a8196cf0e7fafbec846c667032123e3fc73db82c596dde"", ""246f24ed77b8d4fba6b3692515f2d8a8b9c133d6c856132121e77abbccda430a"", ""34a9dc9bd6c11eab8a775f0e58c83f32001b0d9f9493561def419ac4868da7a9""]"	94f3ed32e420bd90b2fd15bac09866243f9ff11d0ea09d76c4c4550633ca646f	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	e6d52e16eff11dc2feaea8f89ac2c4151a4e4fa37538108cb3c8d0e62e47807b	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-known-change-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_description_ablation	plain_desc	grey_description_off	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__grey_description_off/worker_5/records.jsonl""]"	"[""0f0fef95a01f5b02075d4984458df88b982325d90ac78e6a2f527118fc58987c"", ""f3c7987057d48ee539608e3ab9c00e317a18ef558cb2d6b1ea02bf6c7151c5ee"", ""e7d4e0d78af919c944fa3f818108f120609ed034171287e26bc63d7c2b27bf7c"", ""99efa15ff9ad9fff91e308de3a6474021d9d819c948b507e652a1b3e62e50167"", ""892743f2c99c5a8218efa5d5ef26601ff2030d7d24cc2cec6191eeed8f3dee6c"", ""32feb156d40e4c3a446ef9fbca572c43258c470d4ce531009d64394bdbe7f096""]"	4e509baed943eb136bec14923c3796ac5fc9fc8f6d2bcdd88672bc165af624a4	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	9098949ce38a94acee4fa55aea24ab30491e89523c63752d80991ff3b93b5c42	"[""b6016869c99b4ef27099f0e40aba3f28a6ea9528820144203b0ba06dbcb9a6b8""]"	"[""05a32ade19c26dc61eb5eaa3202c20bb3e084aa36eb944ed0d16627125b02e09""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-description-ablation-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_description_ablation	plain_desc	source_description_off	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/plain_desc__source_description_off/worker_5/records.jsonl""]"	"[""5e9900cde4bfb5e47eaaf2ef81b75f460deaa729fb2a4f608c0a2dd75efa5079"", ""3f9e3e45ead03bbb21cbe653bb28ffd3aaaee0fa316f58bd4fff86c2b2beee4b"", ""d0c902e77e885bf3161fc16543c1c509b3de45d57d8ab0ce64bef71f49749fc3"", ""1946c722181f5d4ab3b6d615162be1e07f41fd2b41df7029d054e18e128b5cbb"", ""68485d9a913409987a776a8f2aab9392fc0cbcc816a57ef28bc1f9d4ab32f4e8"", ""8f2e320fbcc18b4e9dc023da9f8dce49d2ea9466e11fab4b2f482c13fe11210b""]"	7bae1eaade79019c492472b20c6ecc5fcbf8f4330320f5faa2cf2d78fbe3917f	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	9098949ce38a94acee4fa55aea24ab30491e89523c63752d80991ff3b93b5c42	"[""b6016869c99b4ef27099f0e40aba3f28a6ea9528820144203b0ba06dbcb9a6b8""]"	"[""05a32ade19c26dc61eb5eaa3202c20bb3e084aa36eb944ed0d16627125b02e09""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-description-ablation-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_description_ablation	point_desc	grey_description_off	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__grey_description_off/worker_5/records.jsonl""]"	"[""4b534f7b4de8894a4c81a8f80fd0187998439a64b73b213d64c002eccf2ef515"", ""311d24bc65cf0c268d5bc74d2c9a6d3c8fcf7e9411087ed2cf7f0f45c03936ab"", ""d109b747b203616f924c57bf3fe64547fe1d9c38abbedc4d77eae783cfbb4b62"", ""3dedc0faad1dad47a79fc9621f835002e65f4611aa1342b02bc3955f13fc30cc"", ""87e8ba575ea50897b1321402cca62127cf6cd4518f25004e17f22df113b46119"", ""b5411c1afffb7ff6395d3517ec4eb853caa07029f148cb7fbc877c7c5c20d5cc""]"	814bcbcb6f1267378a99ecf7160e2f89bf62e0f342a5cd3f3dc4e538ba4b7286	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	9098949ce38a94acee4fa55aea24ab30491e89523c63752d80991ff3b93b5c42	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-description-ablation-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
stage2_description_ablation	point_desc	source_description_off	"[""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_0/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_1/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_2/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_3/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_4/records.jsonl"", ""data/external/execution/v11-final-2653-20260830-f8349fa0/incoming/shards/stage2/stage2_description_ablation/point_desc__source_description_off/worker_5/records.jsonl""]"	"[""ad164c12c6f15f382c51db41c2c91aecfe9f7b857679c69ec2c1505b9bb7cbd2"", ""37eb75a57fea650e638551ee39433a84da4d0061048eb0828e58b5f3d1560984"", ""690d2113b7dad5715cbac1b33fa473f9040ae9450df475e2401588909c2b6ecc"", ""e57a28d384edeefcd75d8cbe6595bb30fad9db9ca2fbd74bc014b653d9695727"", ""410dcfee470389b1e166b60bb152c83199e644434f094cae2543edf27318cafb"", ""1a2f15b47e6239d72ad27e993cc2f4f83c3412d0162fd26600ec2e1f4d4c87a4""]"	88abb30c5529877f0dfa4778eaaa61e3b35f005ad34000bd3c621d7bf286a9f9	200	48ee562df66b31efed43f5c4c92d466e1a613b4db84e98f043369c8ae22275b5	185	9098949ce38a94acee4fa55aea24ab30491e89523c63752d80991ff3b93b5c42	"[""4735e4a954069f07f0d22e0228a3839d1f678b7c86f898d64f1a4a7a38546e12""]"	"[""0bdc606d92f115533dbc22704697217ca856f4ee7739174ae77a7de15fadf38a""]"	"[""66285546d2b821cf421d4f5eb2576359d3770cd3""]"	"[""stage2-description-ablation-v1""]"	"[""1413e536e25e8e7dfd44db61b6c3a3a37f88c1a8d372299712c071ad04626220"", ""f13e596bf2974677f2d476dcc77b594f77d4f9427d27dae4f99b846d8c7c7bdf""]"	homogeneous qualified RTX-5090 production lineage	True	True	PASS
