arm	record_id	source_frame_id	gold_label	pred_source	correct_source	pred_grey	correct_grey	pred_mismatch	correct_mismatch	pred_mask	correct_mask	pred_noise	correct_noise	pred_mirror	correct_mirror
plain	1635	1480	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2332	2104	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	106	101	1	1	1	1	1	2	0	2	0	0	0	1	1
plain	1046	949	2	3	0	2	1	2	1	3	0	2	1	3	0
plain	48	48	3	3	1	1	0	0	0	3	1	3	1	3	1
plain	2393	2159	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	442	406	0	0	1	0	1	1	0	0	1	0	1	0	1
plain	191	173	3	3	1	3	1	0	0	3	1	3	1	3	1
plain	164	150	0	0	1	3	0	3	0	3	0	3	0	0	1
plain	808	739	0	0	1	2	0	1	0	2	0	2	0	0	1
plain	1770	1599	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1115	1012	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1944	1754	3	0	0	1	0	0	0	1	0	1	0	0	0
plain	1286	1162	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1869	1686	2	1	0	3	0	2	1	3	0	1	0	1	0
plain	1023	930	2	2	1	2	1	3	0	2	1	2	1	2	1
plain	712	649	0	2	0	2	0	0	1	0	1	0	1	0	1
plain	2624	2376	2	2	1	2	1	2	1	2	1	1	0	2	1
plain	1548	1404	0	0	1	1	0	3	0	0	1	0	1	0	1
plain	2046	1842	0	0	1	1	0	0	1	0	1	0	1	0	1
plain	2042	1839	0	3	0	3	0	0	1	3	0	3	0	3	0
plain	251	231	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	150	138	2	2	1	0	0	1	0	3	0	3	0	0	0
plain	757	690	1	0	0	0	0	0	0	2	0	1	1	0	0
plain	2315	2089	2	1	0	2	1	2	1	0	0	0	0	0	0
plain	1161	1053	0	3	0	1	0	3	0	3	0	3	0	3	0
plain	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2118	1907	0	0	1	0	1	1	0	0	1	0	1	0	1
plain	740	673	2	2	1	0	0	0	0	2	1	0	0	2	1
plain	2293	2068	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1332	1204	3	3	1	1	0	1	0	3	1	3	1	3	1
plain	928	849	2	2	1	2	1	1	0	2	1	2	1	2	1
plain	1870	1687	0	0	1	1	0	3	0	0	1	0	1	1	0
plain	295	274	3	3	1	1	0	3	1	3	1	3	1	3	1
plain	2531	2288	3	3	1	3	1	0	0	3	1	3	1	3	1
plain	1059	960	3	2	0	2	0	3	1	3	1	2	0	2	0
plain	1997	1801	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	1576	1425	0	0	1	0	1	3	0	0	1	0	1	0	1
plain	474	430	2	2	1	1	0	1	0	2	1	1	0	2	1
plain	1962	1770	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	1071	972	0	0	1	0	1	2	0	0	1	3	0	0	1
plain	2532	2289	1	1	1	1	1	2	0	3	0	0	0	1	1
plain	2404	2168	0	0	1	2	0	2	0	0	1	0	1	0	1
plain	1595	1443	2	2	1	3	0	0	0	2	1	2	1	2	1
plain	2268	2044	1	1	1	0	0	0	0	1	1	1	1	1	1
plain	1879	1696	1	1	1	0	0	0	0	1	1	1	1	1	1
plain	1178	1070	0	0	1	1	0	2	0	0	1	0	1	2	0
plain	1412	1279	3	3	1	1	0	0	0	3	1	3	1	3	1
plain	1346	1216	1	3	0	3	0	3	0	1	1	3	0	3	0
plain	511	461	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1006	917	1	0	0	1	1	0	0	0	0	0	0	0	0
plain	1197	1086	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2275	2051	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2205	1987	0	0	1	1	0	1	0	0	1	1	0	0	1
plain	1768	1597	1	1	1	2	0	2	0	3	0	2	0	1	1
plain	578	522	2	2	1	3	0	2	1	2	1	2	1	2	1
plain	1606	1454	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	2648	2395	0	0	1	1	0	0	1	3	0	3	0	0	1
plain	2120	1909	2	2	1	3	0	1	0	2	1	2	1	2	1
plain	1262	1140	0	0	1	2	0	2	0	2	0	0	1	0	1
plain	1261	1140	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	241	222	3	3	1	2	0	3	1	3	1	3	1	0	0
plain	358	329	2	2	1	1	0	2	1	3	0	2	1	2	1
plain	357	329	2	2	1	2	1	3	0	2	1	2	1	2	1
plain	635	576	2	2	1	0	0	3	0	3	0	2	1	2	1
plain	526	476	1	1	1	3	0	3	0	1	1	3	0	1	1
plain	74	73	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	476	432	2	2	1	1	0	2	1	2	1	2	1	2	1
plain	98	95	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2287	2062	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2428	2190	1	0	0	0	0	0	0	0	0	0	0	0	0
plain	316	294	3	3	1	1	0	1	0	1	0	1	0	3	1
plain	2229	2009	1	1	1	3	0	0	0	3	0	3	0	3	0
plain	2569	2323	3	3	1	2	0	2	0	3	1	3	1	3	1
plain	1038	943	3	3	1	3	1	0	0	1	0	3	1	3	1
plain	1957	1766	1	1	1	2	0	2	0	2	0	0	0	2	0
plain	2430	2192	1	3	0	2	0	3	0	3	0	3	0	3	0
plain	1551	1407	2	2	1	0	0	0	0	3	0	0	0	2	1
plain	472	429	1	1	1	2	0	2	0	2	0	2	0	1	1
plain	473	429	0	2	0	3	0	2	0	2	0	3	0	1	0
plain	2447	2208	0	0	1	3	0	1	0	0	1	0	1	0	1
plain	2195	1977	1	1	1	1	1	0	0	0	0	0	0	1	1
plain	491	445	1	1	1	1	1	0	0	1	1	1	1	1	1
plain	1594	1442	0	0	1	3	0	3	0	3	0	0	1	0	1
plain	7	9	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	42	42	0	0	1	3	0	3	0	0	1	1	0	0	1
plain	593	536	0	0	1	1	0	1	0	1	0	1	0	0	1
plain	2101	1890	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	346	318	3	1	0	1	0	1	0	1	0	1	0	1	0
plain	1603	1451	3	2	0	2	0	2	0	2	0	2	0	2	0
plain	2619	2371	0	3	0	3	0	3	0	3	0	3	0	3	0
plain	1083	983	2	2	1	3	0	3	0	3	0	3	0	2	1
plain	1692	1530	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	52	51	0	2	0	1	0	1	0	0	1	2	0	2	0
plain	1801	1626	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	533	483	2	2	1	3	0	0	0	2	1	2	1	2	1
plain	845	772	2	1	0	3	0	3	0	3	0	3	0	2	1
plain	674	613	1	1	1	1	1	1	1	1	1	2	0	1	1
plain	582	525	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1125	1020	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	393	362	1	1	1	1	1	1	1	1	1	0	0	1	1
plain	1480	1343	1	1	1	0	0	0	0	0	0	0	0	1	1
plain	1690	1528	1	1	1	1	1	0	0	1	1	1	1	1	1
plain	1689	1528	0	0	1	3	0	3	0	3	0	3	0	0	1
plain	377	347	3	1	0	0	0	2	0	0	0	0	0	2	0
plain	252	232	1	1	1	1	1	1	1	0	0	1	1	1	1
plain	1708	1544	1	1	1	3	0	1	1	1	1	1	1	1	1
plain	701	638	0	1	0	0	1	2	0	1	0	1	0	1	0
plain	836	763	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	563	509	0	3	0	1	0	3	0	3	0	3	0	3	0
plain	2	4	0	2	0	2	0	0	1	2	0	2	0	0	1
plain	785	717	1	1	1	1	1	1	1	2	0	3	0	1	1
plain	1968	1776	1	1	1	0	0	1	1	0	0	0	0	1	1
plain	1584	1433	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1924	1735	2	2	1	2	1	2	1	1	0	2	1	2	1
plain	2494	2254	3	3	1	1	0	2	0	3	1	3	1	3	1
plain	204	186	0	0	1	3	0	0	1	0	1	0	1	0	1
plain	2241	2021	0	3	0	0	1	0	1	0	1	0	1	3	0
plain	544	492	1	2	0	0	0	2	0	2	0	1	1	2	0
plain	1673	1514	3	3	1	0	0	0	0	3	1	3	1	3	1
plain	2013	1814	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2059	1853	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	691	629	3	3	1	3	1	3	1	0	0	3	1	3	1
plain	1810	1635	2	2	1	0	0	0	0	0	0	0	0	2	1
plain	2472	2232	2	2	1	1	0	2	1	1	0	3	0	2	1
plain	881	806	2	2	1	3	0	3	0	3	0	2	1	2	1
plain	1095	993	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2352	2120	1	3	0	3	0	3	0	3	0	3	0	1	1
plain	1695	1532	1	1	1	0	0	0	0	1	1	1	1	1	1
plain	2386	2152	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1510	1369	2	0	0	2	1	1	0	2	1	2	1	0	0
plain	1363	1232	1	3	0	1	1	3	0	1	1	3	0	1	1
plain	1881	1698	0	3	0	0	1	3	0	0	1	0	1	3	0
plain	2201	1983	3	3	1	1	0	1	0	3	1	3	1	3	1
plain	112	107	1	1	1	1	1	1	1	1	1	3	0	1	1
plain	2113	1902	0	2	0	2	0	2	0	2	0	0	1	2	0
plain	453	416	3	3	1	0	0	0	0	0	0	3	1	3	1
plain	43	43	3	3	1	3	1	2	0	3	1	3	1	3	1
plain	232	214	0	0	1	3	0	0	1	0	1	0	1	0	1
plain	1622	1468	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	538	487	3	3	1	3	1	2	0	2	0	2	0	3	1
plain	847	774	3	3	1	2	0	1	0	3	1	3	1	3	1
plain	2560	2314	3	3	1	0	0	3	1	3	1	3	1	3	1
plain	1986	1791	1	1	1	0	0	1	1	0	0	1	1	1	1
plain	1752	1582	3	3	1	1	0	3	1	3	1	3	1	3	1
plain	1751	1582	0	3	0	3	0	3	0	3	0	0	1	3	0
plain	612	555	1	1	1	3	0	3	0	1	1	3	0	1	1
plain	1214	1101	1	1	1	1	1	1	1	2	0	2	0	1	1
plain	280	259	1	1	1	0	0	3	0	1	1	0	0	1	1
plain	178	162	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	502	453	1	1	1	2	0	2	0	1	1	1	1	1	1
plain	2262	2039	1	1	1	1	1	0	0	1	1	3	0	1	1
plain	2424	2186	3	3	1	1	0	3	1	3	1	3	1	3	1
plain	202	184	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	154	141	1	1	1	2	0	3	0	1	1	3	0	1	1
plain	1465	1330	3	3	1	2	0	1	0	3	1	1	0	3	1
plain	2263	2040	3	3	1	0	0	0	0	0	0	3	1	3	1
plain	167	152	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1943	1753	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1176	1068	1	1	1	0	0	0	0	0	0	0	0	1	1
plain	2617	2369	0	0	1	3	0	1	0	0	1	0	1	0	1
plain	1198	1087	1	1	1	0	0	2	0	1	1	0	0	1	1
plain	118	113	2	2	1	2	1	2	1	2	1	2	1	3	0
plain	830	759	2	2	1	1	0	3	0	2	1	3	0	2	1
plain	88	85	3	3	1	3	1	2	0	3	1	2	0	3	1
plain	619	560	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	1908	1722	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1656	1498	1	3	0	3	0	3	0	3	0	3	0	3	0
plain	498	449	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	1890	1705	1	2	0	0	0	0	0	1	1	2	0	2	0
plain	1889	1705	1	0	0	0	0	1	1	0	0	0	0	1	1
plain	1783	1610	2	2	1	0	0	0	0	2	1	2	1	2	1
plain	1076	977	0	0	1	0	1	3	0	0	1	0	1	0	1
plain	434	399	0	3	0	3	0	1	0	3	0	3	0	3	0
plain	1558	1412	0	0	1	3	0	3	0	3	0	3	0	0	1
plain	953	872	2	2	1	3	0	2	1	2	1	3	0	2	1
plain	955	872	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1654	1496	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	121	115	3	1	0	3	1	3	1	3	1	3	1	1	0
plain	1885	1702	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	851	778	3	3	1	2	0	2	0	3	1	2	0	3	1
plain	951	870	0	3	0	3	0	0	1	3	0	3	0	3	0
plain	1743	1574	0	0	1	1	0	1	0	1	0	1	0	0	1
plain	40	40	2	2	1	2	1	3	0	2	1	2	1	2	1
plain	1051	953	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	353	325	2	2	1	1	0	2	1	1	0	1	0	2	1
plain	1047	950	2	2	1	1	0	0	0	1	0	1	0	2	1
plain	661	602	0	0	1	0	1	3	0	0	1	0	1	0	1
plain	92	89	3	3	1	3	1	0	0	3	1	3	1	3	1
plain	2200	1982	3	3	1	1	0	1	0	1	0	1	0	3	1
plain	1925	1736	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	805	737	3	3	1	0	0	0	0	3	1	3	1	3	1
plain	1547	1403	1	0	0	1	1	0	0	0	0	0	0	3	0
plain	2252	2031	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2253	2031	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	646	587	2	2	1	3	0	2	1	2	1	2	1	2	1
plain	1116	1013	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1117	1013	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1585	1434	3	0	0	0	0	0	0	0	0	0	0	0	0
plain	2083	1874	2	2	1	1	0	3	0	1	0	2	1	2	1
plain	877	802	3	0	0	3	1	0	0	0	0	0	0	0	0
plain	1793	1618	1	1	1	2	0	2	0	2	0	1	1	1	1
plain	211	193	1	0	0	1	1	1	1	0	0	1	1	0	0
plain	362	333	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	995	906	2	2	1	1	0	1	0	0	0	1	0	2	1
plain	621	562	3	3	1	2	0	2	0	3	1	3	1	3	1
plain	2335	2106	1	1	1	3	0	3	0	1	1	1	1	1	1
plain	1910	1724	2	2	1	3	0	0	0	2	1	2	1	2	1
plain	1911	1724	1	1	1	0	0	3	0	1	1	0	0	1	1
plain	407	375	0	0	1	0	1	3	0	0	1	0	1	0	1
plain	826	756	3	2	0	0	0	2	0	0	0	0	0	0	0
plain	760	693	1	1	1	0	0	2	0	1	1	2	0	1	1
plain	1626	1471	0	0	1	1	0	1	0	3	0	3	0	3	0
plain	1811	1636	0	2	0	1	0	2	0	2	0	2	0	2	0
plain	1874	1691	3	3	1	3	1	0	0	0	0	0	0	3	1
plain	114	109	0	0	1	3	0	2	0	0	1	0	1	0	1
plain	1604	1452	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2175	1958	2	2	1	2	1	3	0	2	1	2	1	2	1
plain	2652	2399	2	2	1	1	0	1	0	0	0	1	0	2	1
plain	2228	2008	1	1	1	0	0	0	0	2	0	2	0	1	1
plain	717	653	3	3	1	2	0	1	0	1	0	1	0	3	1
plain	568	513	2	2	1	2	1	0	0	2	1	2	1	2	1
plain	307	286	2	2	1	0	0	0	0	2	1	0	0	2	1
plain	308	286	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1181	1073	0	1	0	3	0	3	0	3	0	3	0	0	1
plain	1555	1409	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1252	1133	0	0	1	2	0	2	0	2	0	2	0	0	1
plain	310	288	3	3	1	3	1	2	0	3	1	3	1	3	1
plain	2339	2109	1	2	0	3	0	3	0	2	0	2	0	2	0
plain	1389	1257	3	3	1	1	0	3	1	3	1	3	1	3	1
plain	797	729	3	3	1	2	0	2	0	2	0	3	1	3	1
plain	2562	2316	3	3	1	0	0	0	0	1	0	1	0	3	1
plain	1734	1567	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	824	754	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1418	1285	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	104	99	0	0	1	2	0	3	0	0	1	0	1	0	1
plain	2078	1869	3	0	0	0	0	3	1	0	0	0	0	0	0
plain	1963	1771	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	1532	1390	1	1	1	3	0	3	0	1	1	1	1	1	1
plain	1899	1714	2	2	1	0	0	1	0	2	1	2	1	2	1
plain	375	345	1	1	1	1	1	2	0	1	1	1	1	1	1
plain	1754	1584	2	2	1	3	0	1	0	2	1	2	1	2	1
plain	1916	1727	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1550	1406	1	1	1	1	1	2	0	1	1	1	1	1	1
plain	342	314	3	0	0	3	1	0	0	3	1	3	1	0	0
plain	156	143	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	916	839	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2507	2266	2	2	1	2	1	0	0	2	1	2	1	2	1
plain	2460	2220	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1180	1072	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	566	512	3	3	1	0	0	0	0	3	1	0	0	3	1
plain	1396	1264	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1726	1560	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1993	1797	2	3	0	2	1	2	1	2	1	2	1	2	1
plain	1614	1461	2	3	0	0	0	2	1	0	0	3	0	3	0
plain	430	395	1	1	1	2	0	2	0	1	1	1	1	1	1
plain	2034	1832	0	0	1	0	1	3	0	3	0	3	0	0	1
plain	2075	1866	0	2	0	0	1	0	1	0	1	0	1	2	0
plain	519	469	3	0	0	3	1	3	1	3	1	3	1	0	0
plain	1218	1105	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2425	2187	1	1	1	0	0	1	1	0	0	2	0	1	1
plain	653	594	0	0	1	2	0	1	0	2	0	0	1	0	1
plain	705	642	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	2540	2297	2	2	1	0	0	2	1	0	0	2	1	2	1
plain	1586	1435	1	1	1	3	0	3	0	1	1	1	1	1	1
plain	1587	1435	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2298	2072	1	2	0	2	0	1	1	3	0	2	0	2	0
plain	1429	1295	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	444	408	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	2010	1811	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2009	1811	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	864	790	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	433	398	1	1	1	2	0	2	0	2	0	2	0	1	1
plain	1538	1395	1	1	1	0	0	1	1	1	1	1	1	1	1
plain	1438	1303	3	3	1	3	1	3	1	3	1	0	0	3	1
plain	2399	2164	2	2	1	3	0	3	0	1	0	3	0	2	1
plain	659	600	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2591	2343	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	1445	1310	2	2	1	1	0	1	0	1	0	1	0	2	1
plain	1954	1763	3	3	1	3	1	3	1	3	1	3	1	1	0
plain	735	668	3	3	1	0	0	0	0	3	1	3	1	3	1
plain	734	668	3	3	1	1	0	3	1	3	1	3	1	3	1
plain	93	90	3	3	1	3	1	2	0	3	1	3	1	3	1
plain	257	237	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2611	2363	1	1	1	0	0	3	0	0	0	1	1	1	1
plain	2583	2335	0	0	1	0	1	2	0	0	1	1	0	0	1
plain	466	424	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2324	2097	3	3	1	3	1	1	0	3	1	3	1	3	1
plain	1927	1737	0	2	0	2	0	2	0	2	0	2	0	2	0
plain	1341	1212	2	2	1	3	0	3	0	2	1	3	0	2	1
plain	1064	965	0	0	1	2	0	2	0	0	1	0	1	0	1
plain	657	598	2	2	1	3	0	3	0	0	0	0	0	2	1
plain	2574	2327	3	2	0	0	0	3	1	3	1	2	0	2	0
plain	1971	1779	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	831	760	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	832	760	3	3	1	0	0	1	0	2	0	0	0	3	1
plain	269	248	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	893	818	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	449	412	3	3	1	0	0	1	0	3	1	3	1	3	1
plain	764	697	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	963	878	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	531	481	2	3	0	2	1	3	0	2	1	3	0	3	0
plain	774	706	0	2	0	0	1	0	1	2	0	0	1	2	0
plain	2019	1820	3	1	0	1	0	2	0	0	0	1	0	3	1
plain	1229	1114	3	3	1	0	0	0	0	3	1	3	1	3	1
plain	1316	1189	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2514	2272	0	1	0	1	0	1	0	1	0	1	0	1	0
plain	35	35	2	2	1	1	0	1	0	2	1	2	1	2	1
plain	1938	1748	0	3	0	3	0	3	0	3	0	3	0	3	0
plain	829	758	1	2	0	1	1	1	1	2	0	3	0	2	0
plain	828	758	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	105	100	1	0	0	2	0	1	1	0	0	0	0	0	0
plain	638	579	2	2	1	2	1	2	1	2	1	3	0	2	1
plain	974	887	1	1	1	0	0	0	0	0	0	1	1	1	1
plain	1973	1781	1	1	1	0	0	0	0	1	1	1	1	1	1
plain	2127	1915	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	137	128	1	1	1	2	0	0	0	0	0	1	1	1	1
plain	1787	1613	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1786	1613	0	2	0	2	0	2	0	2	0	2	0	2	0
plain	1871	1688	1	1	1	0	0	1	1	1	1	1	1	1	1
plain	328	303	0	0	1	0	1	1	0	0	1	2	0	0	1
plain	329	303	1	1	1	3	0	0	0	2	0	1	1	1	1
plain	905	828	2	3	0	3	0	2	1	3	0	3	0	3	0
plain	1281	1158	3	3	1	3	1	2	0	3	1	2	0	3	1
plain	844	771	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	192	174	3	3	1	3	1	0	0	0	0	0	0	3	1
plain	570	515	3	3	1	2	0	2	0	3	1	2	0	3	1
plain	1428	1294	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	2073	1864	3	3	1	3	1	2	0	3	1	2	0	3	1
plain	762	695	0	0	1	3	0	2	0	0	1	1	0	0	1
plain	1230	1115	1	1	1	1	1	1	1	1	1	3	0	3	0
plain	1611	1458	3	3	1	1	0	0	0	3	1	3	1	3	1
plain	1282	1159	3	3	1	0	0	0	0	0	0	0	0	3	1
plain	747	680	1	1	1	2	0	2	0	1	1	1	1	2	0
plain	2168	1951	0	0	1	3	0	3	0	0	1	3	0	3	0
plain	1164	1056	2	2	1	1	0	0	0	2	1	2	1	2	1
plain	1859	1679	3	3	1	0	0	0	0	0	0	0	0	3	1
plain	1420	1287	1	1	1	3	0	0	0	1	1	1	1	1	1
plain	1637	1481	1	1	1	3	0	3	0	2	0	2	0	0	0
plain	1636	1481	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1215	1102	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1597	1445	1	1	1	0	0	0	0	0	0	1	1	1	1
plain	2071	1862	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	810	741	3	3	1	0	0	0	0	3	1	0	0	3	1
plain	1058	959	1	1	1	3	0	1	1	1	1	1	1	1	1
plain	1696	1533	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	2179	1962	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	57	56	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1602	1450	3	1	0	1	0	1	0	0	0	0	0	0	0
plain	1221	1107	3	3	1	0	0	2	0	2	0	3	1	3	1
plain	1556	1410	1	1	1	1	1	3	0	1	1	1	1	1	1
plain	195	177	3	3	1	3	1	2	0	3	1	3	1	3	1
plain	428	393	0	0	1	3	0	0	1	0	1	0	1	0	1
plain	1009	920	2	2	1	1	0	1	0	1	0	1	0	2	1
plain	490	444	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	161	148	0	0	1	2	0	0	1	0	1	0	1	0	1
plain	1545	1401	0	0	1	0	1	0	1	0	1	1	0	0	1
plain	165	151	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	386	356	3	3	1	0	0	0	0	2	0	2	0	3	1
plain	609	552	0	3	0	2	0	3	0	1	0	2	0	3	0
plain	587	530	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	940	861	3	1	0	0	0	2	0	0	0	0	0	3	1
plain	1672	1513	0	2	0	2	0	2	0	2	0	2	0	2	0
plain	2374	2140	0	0	1	0	1	0	1	2	0	2	0	0	1
plain	501	452	1	1	1	1	1	3	0	1	1	1	1	1	1
plain	575	519	3	2	0	1	0	2	0	2	0	2	0	3	1
plain	1155	1049	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	2239	2019	3	3	1	0	0	0	0	3	1	0	0	3	1
plain	2444	2205	3	3	1	0	0	0	0	3	1	0	0	3	1
plain	1966	1774	1	2	0	3	0	2	0	3	0	3	0	0	0
plain	868	794	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	869	794	0	0	1	1	0	0	1	1	0	3	0	0	1
plain	2163	1946	0	0	1	0	1	3	0	0	1	0	1	0	1
plain	876	801	1	1	1	3	0	2	0	3	0	1	1	1	1
plain	2490	2250	1	1	1	1	1	2	0	1	1	1	1	1	1
plain	1613	1460	2	2	1	0	0	0	0	1	0	2	1	2	1
plain	2440	2201	0	0	1	2	0	2	0	0	1	0	1	0	1
plain	2021	1822	0	3	0	1	0	1	0	0	1	0	1	2	0
plain	1644	1487	1	3	0	3	0	3	0	3	0	0	0	3	0
plain	2544	2301	0	0	1	3	0	3	0	3	0	0	1	0	1
plain	2646	2393	0	0	1	3	0	2	0	3	0	1	0	0	1
plain	1855	1675	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	107	102	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	1676	1516	2	2	1	2	1	2	1	3	0	0	0	3	0
plain	1639	1483	2	2	1	2	1	0	0	3	0	2	1	2	1
plain	598	541	2	2	1	1	0	2	1	2	1	2	1	2	1
plain	2139	1927	2	2	1	2	1	2	1	2	1	2	1	2	1
plain	2063	1856	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	939	860	1	1	1	2	0	2	0	1	1	1	1	1	1
plain	1162	1054	1	1	1	3	0	0	0	1	1	1	1	1	1
plain	1145	1039	0	0	1	0	1	2	0	0	1	0	1	0	1
plain	914	837	1	1	1	1	1	1	1	1	1	1	1	1	1
plain	1844	1665	3	3	1	2	0	0	0	3	1	0	0	3	1
plain	982	894	1	1	1	1	1	1	1	1	1	2	0	1	1
plain	981	894	1	1	1	0	0	3	0	1	1	1	1	1	1
plain	1224	1110	1	1	1	2	0	3	0	1	1	1	1	1	1
plain	1205	1093	3	2	0	2	0	2	0	2	0	3	1	2	0
plain	1206	1093	0	0	1	3	0	3	0	0	1	0	1	0	1
plain	2074	1865	3	3	1	3	1	3	1	3	1	3	1	3	1
plain	1816	1641	3	1	0	1	0	1	0	1	0	3	1	1	0
plain	1919	1730	3	2	0	2	0	2	0	3	1	2	0	2	0
plain	1414	1281	0	0	1	0	1	0	1	0	1	0	1	0	1
plain	696	633	3	3	1	0	0	3	1	3	1	1	0	3	1
plain	2416	2178	0	0	1	0	1	1	0	0	1	1	0	0	1
plain	2172	1955	3	3	1	3	1	2	0	3	1	3	1	3	1
plain	1436	1301	0	0	1	3	0	2	0	0	1	3	0	0	1
plain	707	644	0	0	1	1	0	1	0	1	0	0	1	0	1
